0.0, 9.546807, 9.671168, 9.436942, 9.562066, -2.5406659,-0.9537034,-1.4648885,0.073427536,-0.025330363,1.101291
0.033, 9.546807, 9.65591, 9.452965, 9.562066, -2.4491103,-0.8545183,-1.5030366,0.07708976,-0.027771844,1.107883
0.066, 9.546807, 9.65591, 9.452965, 9.546807, -2.3804438,-0.9765923,-1.4572588,0.07635731,-0.029236732,1.1115452
0.099, 9.562066, 9.671168, 9.452965, 9.593347, -2.5406659,-0.96896267,-1.4725181,0.081240274,-0.026306955,1.1061739
0.132, 9.578088, 9.65591, 9.436942, 9.578088, -2.5025177,-1.0910367,-1.4343699,0.07562487,-0.019959105,1.107883
0.16499999, 9.578088, 9.68719, 9.452965, 9.578088, -2.1744437,-1.0071108,-1.4648885,0.07538072,-0.021668142,1.1103244
0.19799998, 9.546807, 9.68719, 9.452965, 9.578088, -2.7008882,-0.93844414,-1.3046663,0.078554645,-0.026551103,1.1127659
0.23099998, 9.546807, 9.65591, 9.468224, 9.593347, -2.3651845,-0.96896267,-1.2588885,0.07440413,-0.029236732,1.1076388
0.26399997, 9.546807, 9.65591, 9.436942, 9.609369, -2.4414806,-1.167333,-1.4267403,0.07269509,-0.024842067,1.1051973
0.29699996, 9.562066, 9.65591, 9.436942, 9.562066, -2.4109623,-0.93081456,-1.2512589,0.07513657,-0.02069155,1.1120335
0.32999995, 9.578088, 9.65591, 9.436942, 9.562066, -2.4109623,-0.8926664,-1.6479995,0.08294931,-0.02435377,1.1086154
0.36299995, 9.562066, 9.65591, 9.452965, 9.578088, -2.357555,-0.9155553,-1.4725181,0.07684561,-0.027771844,1.1152073
0.39599994, 9.562066, 9.65591, 9.436942, 9.578088, -2.2888882,-1.045259,-1.495407,0.07635731,-0.028992584,1.0976287
0.42899993, 9.562066, 9.65591, 9.436942, 9.609369, -2.3194067,-0.92318493,-1.5640736,0.07757805,-0.022156438,1.1015351
0.46199992, 9.578088, 9.68719, 9.436942, 9.578088, -2.517777,-0.88503677,-1.5793328,0.07806635,-0.028015992,1.0998261
0.49499992, 9.562066, 9.718471, 9.436942, 9.562066, -2.2583697,-0.96896267,-1.3046663,0.08197272,-0.019714957,1.1081271
