0.0, 9.452965, 9.65591, 9.609369, 9.609369, -2.5101473,-0.82399976,-1.3962218,0.065858945,-0.019714957,1.1010468
0.1, 9.452965, 9.65591, 9.609369, 9.593347, -2.5101473,-0.8087405,-1.5182959,0.06805628,-0.0114139225,1.0925016
0.2, 9.452965, 9.65591, 9.609369, 9.593347, -2.4338512,-0.6179998,-1.3351848,0.0656148,-0.015076144,1.0976287
0.3, 9.452965, 9.65591, 9.609369, 9.609369, -2.4109623,-0.9537034,-1.5488143,0.07074191,-0.018982513,1.1029999
0.4, 9.452965, 9.65591, 9.624628, 9.593347, -2.45674,-0.9460738,-1.373333,0.0656148,-0.015808588,1.114719
0.5, 9.452965, 9.65591, 9.609369, 9.609369, -2.639851,-1.1825923,-1.4801477,0.07513657,-0.016296884,1.1005585
0.6, 9.452965, 9.65591, 9.609369, 9.593347, -2.4262216,-0.61037016,-1.5259255,0.06927702,-0.018982513,1.1008027
0.70000005, 9.436942, 9.65591, 9.609369, 9.593347, -2.4033327,-0.65614796,-1.4648885,0.070986055,-0.018250069,1.1042207
0.8000001, 9.452965, 9.65591, 9.624628, 9.593347, -2.5482955,-0.86214787,-1.4191107,0.06634724,-0.014099551,1.1010468
0.9000001, 9.452965, 9.65591, 9.609369, 9.609369, -2.4491103,-0.96896267,-1.3504441,0.06414991,-0.018982513,1.114719
1.0000001, 9.452965, 9.65591, 9.609369, 9.593347, -2.5559251,-0.93081456,-1.495407,0.065858945,-0.017517624,1.0971404
1.1000001, 9.452965, 9.65591, 9.609369, 9.593347, -2.4643695,-0.7095553,-1.2741477,0.068300426,-0.01800592,1.0954313
1.2000002, 9.452965, 9.65591, 9.624628, 9.593347, -2.5711844,-1.0757774,-1.4801477,0.0656148,-0.025818659,1.1029999
1.3000002, 9.452965, 9.65591, 9.624628, 9.593347, -2.418592,-1.0147405,-1.5488143,0.06805628,-0.02069155,1.0983611
1.4000002, 9.452965, 9.65591, 9.609369, 9.593347, -2.578814,-0.9994812,-1.4877774,0.06390576,-0.018738365,1.1103244
1.5000002, 9.452965, 9.65591, 9.609369, 9.609369, -2.517777,-1.0376294,-1.5182959,0.06317332,-0.021179846,1.1037325
1.6000003, 9.436942, 9.65591, 9.624628, 9.593347, -2.4719992,-0.96133304,-1.5869625,0.067079686,-0.014343699,1.1032441
1.7000003, 9.452965, 9.65591, 9.609369, 9.593347, -2.334666,-1.1978515,-1.3428144,0.0717185,-0.02435377,1.1039766
1.8000003, 9.452965, 9.65591, 9.609369, 9.609369, -2.5864437,-1.1368145,-1.3657033,0.062440872,-0.02069155,1.0929899
1.9000003, 9.452965, 9.65591, 9.609369, 9.593347, -2.4491103,-0.8545183,-1.6098514,0.06927702,-0.01678518,1.1044649
2.0000002, 9.436942, 9.65591, 9.609369, 9.593347, -2.4414806,-0.92318493,-1.4191107,0.06659139,-0.019959105,1.1044649
2.1000001, 9.452965, 9.65591, 9.624628, 9.609369, -2.517777,-0.90029603,-1.4343699,0.061952576,-0.02069155,1.1010468
2.2, 9.452965, 9.65591, 9.609369, 9.593347, -2.517777,-1.0986663,-1.6556292,0.060487688,-0.01678518,1.1110568
2.3, 9.452965, 9.65591, 9.609369, 9.593347, -2.3804438,-1.2436292,-1.4572588,0.063417464,-0.019959105,1.1029999
2.3999999, 9.468224, 9.65591, 9.609369, 9.593347, -2.5864437,-0.99185157,-1.4572588,0.07269509,-0.025330363,1.1051973
2.4999998, 9.452965, 9.65591, 9.624628, 9.593347, -2.5330362,-0.90029603,-1.4343699,0.06805628,-0.021423994,1.1054415
2.5999997, 9.452965, 9.65591, 9.609369, 9.593347, -2.3270364,-1.083407,-1.3657033,0.07367168,-0.019470809,1.0971404
2.6999996, 9.452965, 9.65591, 9.609369, 9.609369, -2.6093326,-1.1597034,-1.5335552,0.076113164,-0.019470809,1.1059297
2.7999995, 9.452965, 9.65591, 9.609369, 9.593347, -2.6474807,-1.0147405,-1.6632588,0.067079686,-0.019959105,1.1049532
2.8999994, 9.452965, 9.65591, 9.624628, 9.593347, -2.5482955,-0.8545183,-1.3657033,0.06634724,-0.01678518,1.106418
2.9999993, 9.452965, 9.65591, 9.624628, 9.609369, -2.8305917,-0.9537034,-1.4267403,0.06634724,-0.023621326,1.1076388
3.0999992, 9.452965, 9.65591, 9.609369, 9.593347, -2.5559251,-0.96896267,-1.3885921,0.06414991,-0.015076144,1.1100802
3.199999, 9.452965, 9.65591, 9.609369, 9.593347, -2.7695546,-0.9994812,-1.5869625,0.062440872,-0.0114139225,1.1027558
3.299999, 9.452965, 9.65591, 9.609369, 9.609369, -2.7161474,-0.76296276,-1.5106663,0.06903287,-0.01800592,1.1051973
3.399999, 9.452965, 9.65591, 9.624628, 9.593347, -2.7085178,-1.0223701,-1.5488143,0.06317332,-0.016052736,1.1071504
3.4999988, 9.452965, 9.65591, 9.609369, 9.609369, -2.7314067,-1.1215552,-1.3122959,0.0651265,-0.02191229,1.1034882
3.5999987, 9.452965, 9.65591, 9.609369, 9.609369, -2.5482955,-0.8316294,-1.3809626,0.06366161,-0.018494217,1.1032441
